frame,a0,a1,a2,a3,a4,a5,a6
27,0.056809,-0.063794,-0.075832,0.966233,0.096056,0.530936,-1.000000
28,0.062085,-0.064408,-0.076416,0.966013,0.096189,0.531686,-1.000000
29,0.064924,-0.065123,-0.075165,0.965567,0.095681,0.532093,-1.000000
30,0.066616,-0.065592,-0.073588,0.965135,0.095038,0.532330,-1.000000
31,0.090939,-0.064706,-0.087295,0.964706,0.082327,0.548048,-1.000000
32,0.106680,-0.059178,-0.104040,0.972044,0.062270,0.573884,-1.000000
33,0.122129,-0.058853,-0.125208,0.973718,0.060226,0.588563,-1.000000
34,0.128089,-0.055511,-0.140547,0.980793,0.035935,0.606145,-1.000000
35,0.133799,-0.053386,-0.154657,0.982951,0.025764,0.616269,-1.000000
36,0.148427,-0.055254,-0.171635,0.981457,0.014921,0.627755,-1.000000
37,0.164774,-0.058878,-0.185286,0.979102,0.003205,0.638401,-1.000000
38,0.178914,-0.063100,-0.195925,0.976035,-0.011310,0.646600,-1.000000
39,0.195514,-0.067238,-0.208153,0.973119,-0.022587,0.656703,-1.000000
40,0.212831,-0.071505,-0.222505,0.970861,-0.032622,0.667598,-1.000000
41,0.224999,-0.074926,-0.231808,0.971914,-0.044429,0.674411,-1.000000
42,0.237985,-0.077268,-0.244826,0.972899,-0.053162,0.679999,-1.000000
43,0.252777,-0.077334,-0.256893,0.973940,-0.062868,0.687195,-1.000000
44,0.259853,-0.077644,-0.267655,0.975999,-0.068965,0.692097,-1.000000
45,0.270294,-0.077001,-0.275684,0.977245,-0.074277,0.696804,-0.797803
46,0.277604,-0.077759,-0.282513,0.977913,-0.077499,0.699347,-0.473568
47,0.283866,-0.078347,-0.287677,0.978522,-0.080331,0.701907,-0.314978
48,0.290569,-0.078258,-0.291884,0.978998,-0.082360,0.703330,-0.174009
49,0.293619,-0.080247,-0.294336,0.980077,-0.082821,0.702644,-0.041850
50,0.296124,-0.080776,-0.298329,0.981406,-0.084825,0.701004,0.116740
51,0.297194,-0.082099,-0.299346,0.981266,-0.084195,0.698670,0.240088
52,0.296723,-0.083004,-0.299273,0.981197,-0.083651,0.697784,0.398678
53,0.295291,-0.083399,-0.299239,0.981457,-0.084533,0.695524,0.530837
54,0.294333,-0.084259,-0.297895,0.980308,-0.083975,0.694929,0.654185
55,0.293001,-0.084581,-0.297626,0.979362,-0.083178,0.695191,0.812775
56,0.291285,-0.084240,-0.296806,0.978688,-0.082181,0.696696,0.936123
57,0.288487,-0.082946,-0.297078,0.978085,-0.080165,0.698950,1.000000
58,0.287563,-0.081760,-0.297144,0.978288,-0.080183,0.699085,1.000000
59,0.284950,-0.080501,-0.296820,0.977889,-0.079355,0.699521,1.000000
60,0.282651,-0.080100,-0.295322,0.977143,-0.081603,0.699981,1.000000
61,0.279673,-0.079544,-0.294341,0.976894,-0.081284,0.700260,0.980176
62,0.274255,-0.077336,-0.289948,0.976041,-0.081415,0.700875,0.980176
63,0.267209,-0.075660,-0.283742,0.974577,-0.083512,0.701384,0.980176
64,0.258566,-0.074325,-0.275696,0.972565,-0.082063,0.701684,0.980176
65,0.251583,-0.073834,-0.267844,0.971592,-0.081966,0.701323,0.980176
66,0.239593,-0.074600,-0.255331,0.970385,-0.082675,0.697568,0.980176
67,0.230592,-0.075946,-0.243870,0.968409,-0.081263,0.695857,0.980176
68,0.218204,-0.076628,-0.228400,0.965936,-0.083137,0.694502,0.980176
69,0.203430,-0.077606,-0.209039,0.961569,-0.082917,0.692425,0.980176
70,0.194329,-0.078239,-0.194116,0.958180,-0.083203,0.690964,0.980176
71,0.178705,-0.078357,-0.175823,0.953788,-0.084836,0.690249,0.980176
72,0.166425,-0.077513,-0.161974,0.951193,-0.091464,0.690983,0.980176
73,0.146182,-0.072770,-0.147487,0.949644,-0.096632,0.689194,0.980176
74,0.127935,-0.067799,-0.132983,0.945071,-0.099936,0.690087,0.980176
75,0.108560,-0.062835,-0.118635,0.940727,-0.107946,0.689302,0.980176
76,0.090792,-0.059485,-0.103808,0.932536,-0.112444,0.687805,0.980176
77,0.069377,-0.056998,-0.085810,0.920899,-0.120355,0.689702,0.980176
78,0.054684,-0.054657,-0.070511,0.910702,-0.128296,0.694271,0.980176
79,0.038355,-0.049229,-0.057858,0.897630,-0.130868,0.704832,0.980176
80,0.025632,-0.042284,-0.046613,0.888267,-0.138066,0.716260,0.980176
81,0.014599,-0.034481,-0.037795,0.880248,-0.144571,0.728227,0.980176
82,0.003670,-0.023642,-0.031312,0.875478,-0.147404,0.740449,0.980176
83,-0.003941,-0.014033,-0.024406,0.870888,-0.147326,0.749660,0.980176
84,-0.013313,-0.003001,-0.019811,0.866918,-0.147210,0.760036,0.980176
85,-0.022137,0.008521,-0.015440,0.864620,-0.145809,0.768947,0.980176
86,-0.031838,0.018318,-0.010760,0.863113,-0.147423,0.776170,0.980176
87,-0.046848,0.030095,-0.005471,0.862831,-0.154114,0.778326,0.980176
88,-0.068158,0.040869,-0.000092,0.859595,-0.152519,0.778520,0.980176
89,-0.108135,0.054583,0.005983,0.857159,-0.153646,0.781867,0.980176
90,-0.138384,0.066534,0.010030,0.855225,-0.151701,0.786568,0.980176
91,-0.177527,0.079080,0.011911,0.858022,-0.150449,0.797399,0.980176
92,-0.206330,0.087917,0.011626,0.858385,-0.150727,0.805698,0.980176
93,-0.241562,0.096334,0.012656,0.860731,-0.152484,0.815629,0.980176
94,-0.277691,0.102719,0.011890,0.859689,-0.149011,0.819577,0.980176
95,-0.309570,0.108417,0.011436,0.862269,-0.151260,0.826469,0.980176
96,-0.338725,0.112813,0.012597,0.863110,-0.154668,0.834751,0.980176
97,-0.367556,0.117433,0.012828,0.866025,-0.160156,0.846076,0.980176
98,-0.392482,0.122046,0.013010,0.870047,-0.167506,0.860589,0.980176
99,-0.417194,0.127547,0.012592,0.877607,-0.180561,0.875998,0.980176
100,-0.437463,0.133391,0.012817,0.885085,-0.193591,0.889355,0.980176
101,-0.450290,0.137605,0.013058,0.894526,-0.216146,0.898512,0.980176
102,-0.461865,0.142417,0.014953,0.903726,-0.243414,0.898119,0.980176
103,-0.461899,0.143380,0.017243,0.916756,-0.278063,0.891322,0.980176
104,-0.464414,0.143953,0.017668,0.928454,-0.312797,0.888981,0.980176
105,-0.462986,0.142409,0.020911,0.943012,-0.344679,0.883036,0.980176
106,-0.459723,0.140136,0.019359,0.956765,-0.373579,0.877249,0.980176
107,-0.445851,0.135081,0.016011,0.973274,-0.405446,0.858521,0.980176
108,-0.430144,0.128159,0.011819,0.987126,-0.429809,0.839844,0.980176
109,-0.402079,0.117555,0.006458,-0.997012,-0.458919,0.816508,0.980176
110,-0.372313,0.106551,-0.000722,-0.980369,-0.487767,0.795943,0.980176
111,-0.347655,0.096457,-0.009284,-0.962065,-0.509899,0.775796,0.980176
112,-0.312639,0.084782,-0.021617,-0.941358,-0.534101,0.752497,0.980176
113,-0.287114,0.073594,-0.032836,-0.921543,-0.555759,0.733243,0.980176
114,-0.255728,0.061637,-0.050877,-0.901273,-0.568723,0.707036,0.980176
115,-0.224886,0.052033,-0.068250,-0.881083,-0.574736,0.677924,0.980176
116,-0.197305,0.043239,-0.086660,-0.864035,-0.575676,0.651919,0.980176
117,-0.170582,0.035276,-0.104913,-0.850737,-0.569097,0.625535,0.980176
118,-0.141501,0.029033,-0.124419,-0.841380,-0.564508,0.598594,0.980176
119,-0.118219,0.023904,-0.139510,-0.828486,-0.563920,0.573231,0.980176
120,-0.094129,0.019951,-0.156592,-0.812108,-0.567882,0.552503,0.980176
121,-0.072309,0.017114,-0.174118,-0.794550,-0.570189,0.526797,0.980176
122,-0.057021,0.014836,-0.186619,-0.777437,-0.574476,0.501453,0.980176
123,-0.039382,0.010630,-0.201310,-0.756290,-0.571209,0.469055,0.980176
124,-0.026022,0.009576,-0.213768,-0.736009,-0.563646,0.444959,0.980176
125,-0.017546,0.009499,-0.227811,-0.718064,-0.551685,0.423569,0.980176
126,-0.007913,0.009016,-0.239880,-0.701795,-0.541549,0.399960,0.980176
127,0.003298,0.008069,-0.254989,-0.685611,-0.528072,0.372883,0.980176
128,0.006086,0.006363,-0.267803,-0.673134,-0.511091,0.348639,0.980176
129,0.007088,-0.000921,-0.284325,-0.657852,-0.498248,0.318934,0.980176
130,0.008125,-0.009536,-0.298839,-0.642690,-0.492328,0.299755,0.980176
131,-0.045901,0.001099,-0.281456,-0.677185,-0.506125,0.354209,0.920705
132,-0.043029,-0.003414,-0.295146,-0.666696,-0.499620,0.338837,0.920705
133,-0.041097,-0.009038,-0.305506,-0.660830,-0.495416,0.330809,0.920705
134,-0.038085,-0.013289,-0.311126,-0.658219,-0.493043,0.326947,0.920705
135,-0.035898,-0.014785,-0.313256,-0.657346,-0.491506,0.325196,0.920705
136,-0.034609,-0.014552,-0.312558,-0.657081,-0.490903,0.324486,0.920705
137,-0.029661,-0.009874,-0.323057,-0.651416,-0.491350,0.317105,0.980176
138,-0.027856,-0.006468,-0.337071,-0.639444,-0.491683,0.306255,0.980176
139,-0.025748,-0.003187,-0.360035,-0.628062,-0.481667,0.291739,0.980176
140,-0.029659,-0.000168,-0.377817,-0.618805,-0.471922,0.284391,0.980176
141,-0.033833,0.000849,-0.396389,-0.611686,-0.463124,0.278280,0.980176
142,-0.041761,0.002750,-0.412471,-0.604293,-0.453996,0.271716,0.980176
143,-0.046769,0.004985,-0.430938,-0.595345,-0.446138,0.263300,0.980176
144,-0.051145,0.006999,-0.447352,-0.587148,-0.440632,0.256008,0.980176
145,-0.051625,0.009799,-0.466707,-0.580411,-0.434732,0.246676,0.980176
146,-0.051627,0.012944,-0.484710,-0.572187,-0.428361,0.237374,0.980176
147,-0.048919,0.015773,-0.499952,-0.566131,-0.422303,0.227281,0.980176
148,-0.048936,0.018732,-0.509872,-0.558099,-0.418052,0.215164,0.980176
149,-0.046447,0.021688,-0.519317,-0.552046,-0.412951,0.205537,0.980176
150,-0.041827,0.028290,-0.524475,-0.545597,-0.412397,0.196569,0.980176
151,-0.039271,0.034093,-0.525141,-0.539089,-0.413235,0.185417,0.980176
152,-0.037419,0.038547,-0.526268,-0.531593,-0.415248,0.173291,0.980176
153,-0.032161,0.041458,-0.525200,-0.522454,-0.418355,0.160579,0.980176
154,-0.030097,0.044051,-0.525075,-0.513389,-0.414101,0.147687,0.980176
155,-0.029335,0.045605,-0.525727,-0.506196,-0.408199,0.138860,0.980176
156,-0.028980,0.046712,-0.526106,-0.495805,-0.401802,0.127478,0.980176
157,-0.032817,0.048312,-0.526989,-0.486958,-0.392541,0.119808,0.980176
158,-0.037724,0.049018,-0.527898,-0.480532,-0.379498,0.109866,0.980176
159,-0.047519,0.049387,-0.527596,-0.472944,-0.370812,0.100714,0.980176
160,-0.056062,0.049189,-0.527655,-0.469248,-0.360382,0.094635,0.980176
161,-0.064295,0.048734,-0.527453,-0.465131,-0.351095,0.089739,0.980176
162,-0.072157,0.047081,-0.527035,-0.462504,-0.339575,0.083532,0.980176
163,-0.076530,0.044944,-0.527645,-0.459121,-0.331761,0.078988,0.980176
164,-0.080665,0.042145,-0.528806,-0.455260,-0.326580,0.073512,0.980176
165,-0.084894,0.039916,-0.529090,-0.451072,-0.322256,0.068675,0.980176
166,-0.089069,0.038042,-0.528956,-0.445973,-0.320116,0.064938,0.980176
167,-0.093129,0.037042,-0.528909,-0.440329,-0.315150,0.060914,0.980176
168,-0.097479,0.036419,-0.528175,-0.434319,-0.313797,0.058176,0.980176
169,-0.100499,0.035315,-0.529441,-0.428598,-0.313693,0.054716,0.980176
170,-0.104042,0.034526,-0.531007,-0.424072,-0.309101,0.052362,0.980176
171,-0.104901,0.033998,-0.534049,-0.420012,-0.305747,0.050379,0.980176
172,-0.106726,0.032425,-0.536944,-0.416391,-0.301872,0.047527,0.980176
173,-0.108354,0.031550,-0.540356,-0.413096,-0.296304,0.044968,0.980176
174,-0.110717,0.030100,-0.543894,-0.410067,-0.291862,0.042015,0.980176
175,-0.112226,0.029133,-0.546912,-0.408187,-0.288817,0.039287,0.980176
176,-0.113279,0.028494,-0.548901,-0.406294,-0.286075,0.037482,0.980176
177,-0.114308,0.027465,-0.550463,-0.404772,-0.284434,0.036064,0.980176
178,-0.114698,0.026516,-0.551711,-0.404751,-0.283553,0.034588,0.980176
179,-0.113754,0.025723,-0.553087,-0.405583,-0.282770,0.033871,0.980176
180,-0.113142,0.025257,-0.554933,-0.405358,-0.279861,0.033039,0.980176
181,-0.112057,0.025155,-0.556970,-0.406067,-0.277283,0.032535,0.980176
182,-0.111064,0.025409,-0.558059,-0.406526,-0.276535,0.031934,0.980176
183,-0.109213,0.025926,-0.559080,-0.408107,-0.275974,0.031915,0.980176
184,-0.108671,0.026599,-0.559693,-0.407777,-0.275565,0.031313,0.980176
185,-0.107981,0.027312,-0.559751,-0.408242,-0.274229,0.031570,0.980176
186,-0.108325,0.028075,-0.559528,-0.408300,-0.273019,0.032075,0.980176
187,-0.107992,0.028498,-0.559420,-0.408789,-0.271897,0.032460,0.980176
188,-0.108272,0.028825,-0.558932,-0.409423,-0.271050,0.032943,0.980176
189,-0.108682,0.029604,-0.558242,-0.409310,-0.270379,0.033545,0.980176
190,-0.108436,0.030046,-0.557616,-0.409679,-0.270571,0.033968,0.980176
191,-0.108867,0.030768,-0.557041,-0.409900,-0.269976,0.034399,0.980176
192,-0.110162,0.031601,-0.555702,-0.411006,-0.268406,0.035268,0.980176
193,-0.114608,0.032471,-0.551265,-0.414499,-0.268569,0.036935,0.980176
194,-0.126531,0.034085,-0.534161,-0.422995,-0.276609,0.043911,0.980176
195,-0.138147,0.034217,-0.517238,-0.430732,-0.284179,0.048667,0.980176
196,-0.157718,0.036057,-0.492836,-0.440697,-0.288602,0.055283,0.980176
197,-0.172884,0.036099,-0.476664,-0.452571,-0.284878,0.058381,0.980176
198,-0.189144,0.036176,-0.460744,-0.463718,-0.282452,0.061314,0.980176
199,-0.198001,0.035581,-0.447509,-0.475267,-0.279246,0.064771,0.980176
200,-0.213712,0.036608,-0.431930,-0.488003,-0.275386,0.068182,0.980176
201,-0.231926,0.038239,-0.415692,-0.502576,-0.273234,0.071590,0.980176
202,-0.253083,0.038768,-0.395868,-0.517576,-0.276807,0.074625,0.980176
203,-0.271677,0.038828,-0.376807,-0.531831,-0.281563,0.077816,0.980176
204,-0.289326,0.038920,-0.358944,-0.545174,-0.283320,0.080994,0.980176
205,-0.310034,0.038570,-0.335306,-0.561144,-0.286135,0.084210,0.980176
206,-0.330256,0.039145,-0.313336,-0.575965,-0.287124,0.087792,0.980176
207,-0.352346,0.036557,-0.284967,-0.596125,-0.290402,0.094739,0.980176
208,-0.371804,0.035626,-0.260293,-0.613016,-0.296093,0.099040,0.980176
209,-0.392865,0.034384,-0.233887,-0.629929,-0.295777,0.100981,0.980176
210,-0.409162,0.033661,-0.209998,-0.647134,-0.299150,0.104078,0.980176
211,-0.427910,0.033403,-0.185813,-0.664453,-0.294548,0.107246,0.980176
212,-0.447030,0.034261,-0.162324,-0.682527,-0.285761,0.114305,0.980176
213,-0.461663,0.033074,-0.140013,-0.700174,-0.275740,0.119690,0.980176
214,-0.475974,0.032709,-0.118797,-0.717975,-0.261867,0.126867,0.980176
215,-0.491280,0.031008,-0.094558,-0.735522,-0.250662,0.129108,0.980176
216,-0.503005,0.028036,-0.071253,-0.753977,-0.241491,0.131093,0.980176
217,-0.516900,0.025137,-0.048285,-0.771970,-0.237168,0.130611,0.980176
218,-0.522912,0.021189,-0.030380,-0.789869,-0.231388,0.131383,0.980176
219,-0.524936,0.014277,-0.010547,-0.808438,-0.224819,0.133594,0.980176
220,-0.524975,0.004746,0.008337,-0.826026,-0.216899,0.134699,0.980176
221,-0.523420,-0.004425,0.021383,-0.842989,-0.202190,0.134535,0.980176
222,-0.523427,-0.015084,0.031100,-0.859632,-0.187308,0.133257,0.980176
223,-0.524781,-0.026589,0.044814,-0.876173,-0.174793,0.131964,0.980176
224,-0.475631,-0.013292,0.003697,-0.849603,-0.209864,0.137242,0.920705
225,-0.478744,-0.020405,0.015299,-0.859979,-0.200531,0.135018,0.920705
226,-0.481179,-0.024222,0.022601,-0.863779,-0.197754,0.133184,0.920705
227,-0.482570,-0.026104,0.026216,-0.865415,-0.198042,0.132894,0.920705
228,-0.483330,-0.026831,0.026619,-0.866336,-0.197588,0.133174,0.920705
229,-0.484219,-0.027113,0.025661,-0.866874,-0.196436,0.133388,0.920705
230,-0.485388,-0.027225,0.024442,-0.867169,-0.195471,0.133347,0.980176
231,-0.451891,-0.030023,0.014028,-0.904510,-0.222397,0.114322,0.980176
232,-0.429630,-0.042327,0.013647,-0.918286,-0.223234,0.111691,0.980176
233,-0.405821,-0.058004,0.012055,-0.936092,-0.237359,0.109291,0.980176
234,-0.386802,-0.068360,0.009165,-0.952831,-0.255181,0.105472,0.980176
235,-0.372837,-0.074462,0.006432,-0.969910,-0.254558,0.103385,0.980176
236,-0.345076,-0.078275,-0.005644,-0.988508,-0.258496,0.106345,0.980176
237,-0.318670,-0.077411,-0.018562,0.995493,-0.256583,0.111705,0.980176
238,-0.292701,-0.071890,-0.032322,0.980269,-0.250464,0.117812,0.980176
239,-0.267270,-0.066094,-0.048822,0.970493,-0.231700,0.127838,0.980176
240,-0.238580,-0.059535,-0.067974,0.959906,-0.210474,0.136655,0.980176
241,-0.219523,-0.056670,-0.081560,0.955419,-0.187998,0.144179,0.980176
242,-0.194572,-0.056112,-0.093337,0.947983,-0.173130,0.148979,0.980176
243,-0.182380,-0.059236,-0.094075,0.944961,-0.153919,0.153990,0.980176
244,-0.157478,-0.061266,-0.091086,0.938711,-0.148126,0.160859,0.980176
245,-0.139008,-0.063722,-0.079391,0.933799,-0.139103,0.165117,0.980176
246,-0.117981,-0.062082,-0.068539,0.931085,-0.129239,0.170030,0.980176
247,-0.093717,-0.054576,-0.061215,0.930754,-0.118684,0.175572,0.980176
248,-0.066671,-0.043762,-0.055964,0.934780,-0.104923,0.181588,0.980176
249,-0.041402,-0.031678,-0.054667,0.937218,-0.096486,0.184307,0.980176
250,-0.011875,-0.018576,-0.055500,0.942363,-0.086990,0.187978,0.980176
251,0.016662,-0.006842,-0.060952,0.946985,-0.081572,0.192111,0.980176
