frame,a0,a1,a2,a3,a4,a5,a6
25,0.023794,-0.389751,-0.050926,-0.954362,0.092153,-0.252727,-1.000000
26,0.025535,-0.392928,-0.061420,-0.957817,0.099564,-0.257322,-1.000000
27,0.023846,-0.397073,-0.071960,-0.961446,0.108381,-0.262200,-1.000000
28,0.021580,-0.401691,-0.081274,-0.965261,0.113483,-0.267213,-1.000000
29,0.015396,-0.406663,-0.090775,-0.969235,0.118210,-0.271910,-1.000000
30,0.009995,-0.411995,-0.100871,-0.973705,0.121145,-0.276766,-1.000000
31,0.003225,-0.416401,-0.109230,-0.977993,0.125677,-0.279750,-1.000000
32,-0.002797,-0.421047,-0.118115,-0.981340,0.131297,-0.283390,-1.000000
33,-0.006900,-0.423735,-0.127535,-0.984282,0.134636,-0.284781,-1.000000
34,-0.009450,-0.425370,-0.135140,-0.986368,0.137427,-0.285522,-1.000000
35,-0.012600,-0.425651,-0.144090,-0.988176,0.140827,-0.284821,-1.000000
36,-0.015376,-0.424213,-0.156992,-0.990348,0.145886,-0.283609,-1.000000
37,-0.018498,-0.422897,-0.167109,-0.992388,0.154571,-0.283063,-1.000000
38,-0.023237,-0.421158,-0.178740,-0.995376,0.161271,-0.281995,-1.000000
39,-0.029528,-0.420517,-0.189685,-0.998182,0.164630,-0.282349,-1.000000
40,-0.035324,-0.420517,-0.199203,-1.000000,0.172948,-0.282461,-1.000000
41,-0.039477,-0.421443,-0.208036,1.000000,0.177731,-0.283209,-1.000000
42,-0.043571,-0.423003,-0.216033,0.999027,0.184714,-0.284749,-1.000000
43,-0.047922,-0.423951,-0.224325,0.997378,0.192136,-0.285604,-1.000000
44,-0.051899,-0.424153,-0.231485,0.995992,0.194487,-0.286356,-1.000000
45,-0.055383,-0.423446,-0.238724,0.994811,0.200188,-0.286729,-1.000000
46,-0.057387,-0.421822,-0.245971,0.993793,0.200891,-0.286468,-1.000000
47,-0.059463,-0.420853,-0.252983,0.992991,0.203828,-0.286594,-1.000000
48,-0.060998,-0.419992,-0.259404,0.992105,0.207673,-0.286617,-1.000000
49,-0.062868,-0.420063,-0.265247,0.990934,0.210733,-0.286845,-1.000000
50,-0.064271,-0.420502,-0.270266,0.989902,0.213563,-0.286797,-1.000000
51,-0.064771,-0.421660,-0.275206,0.989013,0.216031,-0.287014,-1.000000
52,-0.064947,-0.422149,-0.279087,0.988290,0.218617,-0.287111,-1.000000
53,-0.064113,-0.422944,-0.283013,0.987926,0.222227,-0.288023,-0.901099
54,-0.064310,-0.423725,-0.286922,0.986867,0.225297,-0.288486,-0.686717
55,-0.063884,-0.424117,-0.289963,0.986160,0.227102,-0.288746,-0.411894
56,-0.064161,-0.424479,-0.292918,0.985521,0.229084,-0.288804,-0.367841
57,-0.064261,-0.424575,-0.295334,0.985115,0.230308,-0.288755,-0.235683
58,-0.064714,-0.424408,-0.297155,0.985207,0.232499,-0.288249,-0.068282
59,-0.065360,-0.424000,-0.298272,0.984975,0.232918,-0.288150,0.116740
60,-0.066198,-0.423383,-0.299332,0.984422,0.231131,-0.287825,0.257709
61,-0.066728,-0.422792,-0.300401,0.983818,0.231733,-0.287786,0.425110
62,-0.066936,-0.422696,-0.301758,0.982876,0.233455,-0.287792,0.566079
63,-0.067563,-0.422503,-0.302553,0.982269,0.234625,-0.287086,0.733480
64,-0.067669,-0.422368,-0.303225,0.981898,0.234195,-0.286866,0.874449
65,-0.067863,-0.421783,-0.303143,0.981007,0.235157,-0.285772,1.000000
66,-0.067765,-0.421419,-0.301884,0.980007,0.234252,-0.284119,1.000000
67,-0.067031,-0.421582,-0.300261,0.979210,0.232541,-0.282985,1.000000
68,-0.063551,-0.423558,-0.295636,0.978427,0.228479,-0.282969,1.000000
69,-0.061391,-0.424842,-0.293303,0.978955,0.228102,-0.283494,0.975771
70,-0.060110,-0.426084,-0.290088,0.979938,0.226510,-0.284943,0.975771
71,-0.058332,-0.427060,-0.284923,0.981367,0.225663,-0.285347,0.975771
72,-0.055833,-0.428324,-0.276094,0.984333,0.222564,-0.285837,0.975771
73,-0.054322,-0.429399,-0.266000,0.986131,0.218953,-0.286138,0.975771
74,-0.053645,-0.429605,-0.254632,0.989144,0.213662,-0.284873,0.975771
75,-0.055030,-0.428347,-0.240310,0.992427,0.206122,-0.282743,0.975771
76,-0.057808,-0.426510,-0.227380,0.995079,0.202830,-0.280939,0.975771
77,-0.060857,-0.424296,-0.214622,0.997580,0.197417,-0.279197,0.975771
78,-0.067219,-0.419259,-0.198206,0.999943,0.195104,-0.275754,0.975771
79,-0.068527,-0.416116,-0.186181,-1.000000,0.193130,-0.274135,0.975771
80,-0.070945,-0.409724,-0.170030,-0.998709,0.191963,-0.273033,0.975771
81,-0.072387,-0.402774,-0.152266,-0.994794,0.187634,-0.271592,0.975771
82,-0.072551,-0.396103,-0.135800,-0.989642,0.183921,-0.270230,0.975771
83,-0.073537,-0.387568,-0.119948,-0.983262,0.179269,-0.266835,0.975771
84,-0.076127,-0.377107,-0.104962,-0.975655,0.167758,-0.261722,0.975771
85,-0.078583,-0.367227,-0.090250,-0.970178,0.160159,-0.256950,0.975771
86,-0.084736,-0.356045,-0.077495,-0.964961,0.153285,-0.251322,0.975771
87,-0.089427,-0.345474,-0.063878,-0.960263,0.146009,-0.246069,0.975771
88,-0.098897,-0.333960,-0.051853,-0.956248,0.145462,-0.239665,0.975771
89,-0.105119,-0.325006,-0.043537,-0.952655,0.143806,-0.233736,0.975771
90,-0.115730,-0.315482,-0.038859,-0.950413,0.142827,-0.227575,0.975771
91,-0.127480,-0.306317,-0.035013,-0.948514,0.143121,-0.220386,0.975771
92,-0.142332,-0.295901,-0.031187,-0.947335,0.142565,-0.212321,0.975771
93,-0.154169,-0.288171,-0.029745,-0.946284,0.144042,-0.206146,0.975771
94,-0.167200,-0.279932,-0.030544,-0.945791,0.147333,-0.199259,0.975771
95,-0.178810,-0.272572,-0.032070,-0.945966,0.150817,-0.192944,0.975771
96,-0.190665,-0.264782,-0.036459,-0.945443,0.152813,-0.186021,0.975771
97,-0.199347,-0.258215,-0.039732,-0.944294,0.155707,-0.179625,0.975771
98,-0.208417,-0.250565,-0.044217,-0.942223,0.156345,-0.173543,0.975771
99,-0.214778,-0.243407,-0.047984,-0.940592,0.158045,-0.168275,0.975771
100,-0.220404,-0.235824,-0.053460,-0.938822,0.158140,-0.162633,0.975771
101,-0.222753,-0.230104,-0.060493,-0.938068,0.157364,-0.157624,0.975771
102,-0.224436,-0.225561,-0.067548,-0.937548,0.157459,-0.152855,0.975771
103,-0.221865,-0.221973,-0.077051,-0.937076,0.160307,-0.149025,0.975771
104,-0.218070,-0.219274,-0.086987,-0.937547,0.161227,-0.146643,0.975771
105,-0.217116,-0.217953,-0.095338,-0.939309,0.164092,-0.145335,0.975771
106,-0.212806,-0.218601,-0.102840,-0.942158,0.163590,-0.145821,0.975771
107,-0.208649,-0.219912,-0.109454,-0.944574,0.162138,-0.147657,0.975771
108,-0.200316,-0.223250,-0.115490,-0.947814,0.156601,-0.150425,0.975771
109,-0.190068,-0.227305,-0.122683,-0.949412,0.152424,-0.153443,0.975771
110,-0.181064,-0.230094,-0.128331,-0.949970,0.146723,-0.155386,0.975771
111,-0.172390,-0.232431,-0.136119,-0.950116,0.139360,-0.156684,0.975771
112,-0.162769,-0.233966,-0.146398,-0.950169,0.129000,-0.157605,0.975771
113,-0.154948,-0.235046,-0.155545,-0.951067,0.122469,-0.158325,0.975771
114,-0.145860,-0.235682,-0.167829,-0.953221,0.114980,-0.159555,0.975771
115,-0.140990,-0.236492,-0.178688,-0.954010,0.113755,-0.160741,0.975771
116,-0.136408,-0.237341,-0.191831,-0.955756,0.112782,-0.161413,0.975771
117,-0.134281,-0.238011,-0.206664,-0.957146,0.119563,-0.162177,0.975771
118,-0.133813,-0.238931,-0.219744,-0.957460,0.123817,-0.162167,0.975771
119,-0.132944,-0.238330,-0.231460,-0.957270,0.126461,-0.163201,0.403084
120,-0.133465,-0.237681,-0.241384,-0.957479,0.131084,-0.164028,0.394273
121,-0.131220,-0.235718,-0.245395,-0.957146,0.130915,-0.162955,0.297357
122,-0.128225,-0.233568,-0.247442,-0.956881,0.129593,-0.162565,0.112335
123,-0.127278,-0.231116,-0.248274,-0.956435,0.129665,-0.161944,-0.028634
124,-0.126280,-0.229384,-0.251781,-0.956674,0.131844,-0.161476,-0.213656
125,-0.126830,-0.228471,-0.253282,-0.956895,0.130892,-0.161164,-0.354626
126,-0.127074,-0.227528,-0.253988,-0.956560,0.130176,-0.160428,-0.522026
127,-0.128636,-0.226695,-0.252115,-0.955862,0.128934,-0.159980,-0.654185
128,-0.129879,-0.225903,-0.250172,-0.954994,0.128712,-0.159546,-0.786344
129,-0.132781,-0.225152,-0.244968,-0.953899,0.128564,-0.158848,-0.962555
130,-0.134933,-0.224794,-0.241014,-0.952927,0.129771,-0.158794,-0.997797
131,-0.137514,-0.224861,-0.234157,-0.950428,0.131285,-0.159749,-1.000000
132,-0.138274,-0.224965,-0.228960,-0.948397,0.131659,-0.161753,-1.000000
133,-0.138383,-0.225076,-0.221783,-0.945860,0.131678,-0.163561,-1.000000
134,-0.136588,-0.225294,-0.216272,-0.943689,0.129595,-0.165662,-1.000000
135,-0.132880,-0.225355,-0.212815,-0.941207,0.125982,-0.168940,-1.000000
136,-0.126882,-0.225450,-0.211288,-0.939620,0.126191,-0.171444,-1.000000
137,-0.123647,-0.224800,-0.209330,-0.938126,0.127414,-0.174595,-1.000000
138,-0.123376,-0.224194,-0.205860,-0.937041,0.127789,-0.175604,-1.000000
139,-0.124195,-0.223604,-0.200844,-0.935125,0.128170,-0.177311,-1.000000
140,-0.126355,-0.223555,-0.192547,-0.931899,0.131851,-0.180243,-1.000000
141,-0.126906,-0.223562,-0.184628,-0.928895,0.132181,-0.183710,-1.000000
142,-0.128518,-0.223768,-0.173518,-0.924517,0.132947,-0.186699,-1.000000
143,-0.131103,-0.224236,-0.160166,-0.920458,0.131395,-0.188638,-1.000000
144,-0.133779,-0.224419,-0.147220,-0.917102,0.131740,-0.189352,-1.000000
145,-0.136544,-0.226309,-0.128091,-0.912885,0.133079,-0.191400,-1.000000
146,-0.135868,-0.227704,-0.108524,-0.908268,0.132782,-0.195121,-1.000000
147,-0.127264,-0.231988,-0.084029,-0.902691,0.134254,-0.201425,-1.000000
148,-0.113072,-0.236437,-0.062001,-0.898719,0.127015,-0.208037,-1.000000
149,-0.090373,-0.242253,-0.041532,-0.896551,0.115583,-0.214712,-1.000000
150,-0.064624,-0.249434,-0.021725,-0.896828,0.107847,-0.218764,-1.000000
151,-0.032940,-0.259201,-0.004366,-0.894104,0.106824,-0.226346,-1.000000
152,-0.008394,-0.265517,0.014072,-0.890034,0.085693,-0.234098,-1.000000
153,0.024099,-0.270993,0.025948,-0.888094,0.067149,-0.238140,-1.000000
154,0.049537,-0.270989,0.038788,-0.888075,0.046218,-0.237156,-1.000000
155,0.070103,-0.270808,0.048142,-0.886928,0.031687,-0.238760,-1.000000
156,0.090815,-0.268676,0.056237,-0.886593,0.018726,-0.239633,-1.000000
157,0.107421,-0.265860,0.063790,-0.885888,0.012562,-0.240752,-1.000000
158,0.124129,-0.263682,0.066030,-0.885007,0.012248,-0.245670,-1.000000
159,0.134905,-0.261184,0.069044,-0.883518,0.012143,-0.248656,-1.000000
160,0.148913,-0.256986,0.066641,-0.882525,0.017727,-0.253239,-1.000000
161,0.159732,-0.251759,0.063038,-0.881063,0.024032,-0.258075,-1.000000
162,0.169910,-0.243207,0.052789,-0.882502,0.038227,-0.260199,-1.000000
163,0.179223,-0.233716,0.041227,-0.885047,0.053427,-0.263707,-1.000000
164,0.188202,-0.221386,0.026916,-0.886450,0.072939,-0.267089,-1.000000
165,0.193068,-0.212420,0.016010,-0.887075,0.084975,-0.269575,-1.000000
166,0.197977,-0.200291,0.003293,-0.888363,0.096591,-0.269883,-1.000000
167,0.202355,-0.189868,-0.009003,-0.890147,0.113491,-0.268982,-1.000000
168,0.207270,-0.175997,-0.019176,-0.891483,0.122512,-0.268775,-1.000000
169,0.211687,-0.162699,-0.029762,-0.892905,0.132900,-0.267415,-1.000000
170,0.215615,-0.148228,-0.038597,-0.894623,0.140991,-0.265574,-1.000000
171,0.219299,-0.133386,-0.048077,-0.896263,0.152655,-0.263165,-1.000000
172,0.221617,-0.117781,-0.059208,-0.898846,0.167066,-0.260268,-1.000000
173,0.220712,-0.104827,-0.068464,-0.901476,0.174768,-0.259320,-1.000000
174,0.218518,-0.091288,-0.083320,-0.905353,0.182250,-0.257102,-1.000000
175,0.215956,-0.079684,-0.094963,-0.908845,0.189201,-0.254383,-1.000000
176,0.212081,-0.068018,-0.109596,-0.912494,0.194564,-0.251213,-1.000000
177,0.207827,-0.057016,-0.125250,-0.916197,0.193797,-0.246719,-1.000000
178,0.204951,-0.047932,-0.139518,-0.920368,0.196062,-0.240928,-1.000000
179,0.200852,-0.039558,-0.153762,-0.924795,0.194786,-0.235061,-1.000000
180,0.197182,-0.031899,-0.167489,-0.928634,0.190990,-0.228994,-1.000000
181,0.193366,-0.025202,-0.180796,-0.932755,0.187914,-0.222790,-1.000000
182,0.188300,-0.017376,-0.192631,-0.937672,0.185308,-0.215549,-1.000000
183,0.184669,-0.011142,-0.204374,-0.941387,0.184066,-0.209514,-1.000000
184,0.176500,-0.001928,-0.213370,-0.944845,0.180008,-0.202758,-1.000000
185,0.170970,0.004618,-0.223143,-0.947844,0.178680,-0.196412,-1.000000
186,0.164184,0.012818,-0.228913,-0.950140,0.171848,-0.189776,-1.000000
187,0.160951,0.019153,-0.236984,-0.952495,0.169613,-0.184737,-1.000000
188,0.155398,0.027035,-0.241269,-0.954639,0.168210,-0.179022,-1.000000
189,0.152092,0.033466,-0.246447,-0.956273,0.164484,-0.174549,-1.000000
190,0.149134,0.038652,-0.251979,-0.958143,0.160484,-0.170489,-1.000000
191,0.146203,0.042662,-0.256181,-0.959435,0.160106,-0.167444,-1.000000
192,0.142609,0.044612,-0.260465,-0.961638,0.156567,-0.164721,-1.000000
193,0.138926,0.045826,-0.265544,-0.963278,0.155659,-0.163027,-1.000000
194,0.135832,0.045642,-0.270044,-0.964989,0.155767,-0.161510,-1.000000
195,0.133079,0.044651,-0.274461,-0.966332,0.155220,-0.160470,-1.000000
196,0.131106,0.043243,-0.280015,-0.968026,0.155704,-0.159686,-1.000000
197,0.131351,0.042682,-0.285630,-0.969439,0.152062,-0.158657,-1.000000
198,0.130653,0.042546,-0.290383,-0.970738,0.151057,-0.157112,-1.000000
199,0.129600,0.043506,-0.294861,-0.971681,0.149858,-0.155708,-0.758608
200,0.128147,0.045127,-0.299092,-0.972285,0.149335,-0.154027,-0.491189
201,0.124986,0.046222,-0.303307,-0.973219,0.148549,-0.152316,-0.367841
202,0.119792,0.048357,-0.307337,-0.974310,0.150335,-0.149622,-0.165198
203,0.114321,0.049804,-0.310036,-0.974618,0.155831,-0.146574,-0.015418
204,0.108487,0.052561,-0.310236,-0.973496,0.153873,-0.143964,0.169604
205,0.104107,0.055283,-0.311254,-0.973208,0.157643,-0.142488,0.301762
206,0.099823,0.057720,-0.312554,-0.973691,0.155536,-0.140478,0.477974
207,0.094010,0.059430,-0.313476,-0.973722,0.152831,-0.137582,0.610132
208,0.088333,0.059632,-0.313863,-0.973571,0.147799,-0.134156,0.742291
209,0.081295,0.058539,-0.313857,-0.972659,0.140911,-0.130766,0.918502
210,0.072373,0.056070,-0.314682,-0.972632,0.130049,-0.126144,0.986784
211,0.066841,0.053345,-0.317608,-0.973430,0.122122,-0.122199,1.000000
212,0.062664,0.050482,-0.319623,-0.974262,0.115609,-0.119211,1.000000
213,0.059722,0.048418,-0.316371,-0.975709,0.110010,-0.115386,0.969163
214,0.054764,0.047335,-0.316673,-0.975735,0.105816,-0.112134,0.980176
215,0.046420,0.046415,-0.313465,-0.974970,0.092790,-0.108061,0.966960
216,0.037552,0.045442,-0.309993,-0.973648,0.080967,-0.103894,0.984581
217,0.023090,0.044685,-0.305974,-0.972231,0.070725,-0.097113,0.980176
218,0.008905,0.043346,-0.302436,-0.971920,0.064853,-0.091113,0.973568
219,-0.006336,0.042064,-0.298790,-0.971838,0.058663,-0.084470,0.973568
220,-0.022468,0.039748,-0.294251,-0.972679,0.053461,-0.078791,0.973568
221,-0.039394,0.037257,-0.289032,-0.974725,0.048204,-0.071736,0.973568
222,-0.055766,0.035788,-0.285223,-0.976153,0.048152,-0.065527,0.973568
223,-0.076683,0.034732,-0.278948,-0.977848,0.048772,-0.058789,0.973568
224,-0.096937,0.034046,-0.275310,-0.980083,0.052600,-0.052538,0.973568
225,-0.120836,0.034483,-0.270261,-0.984378,0.056983,-0.044098,0.973568
226,-0.141464,0.035773,-0.265906,-0.992180,0.053386,-0.033755,0.973568
227,-0.165665,0.037044,-0.257547,-0.995599,0.044069,-0.020105,0.973568
228,-0.185474,0.037851,-0.250078,-0.998383,0.033334,-0.007967,0.973568
229,-0.207103,0.038047,-0.238408,1.000000,0.022050,0.004759,0.973568
230,-0.227273,0.038783,-0.228167,0.996712,0.015437,0.015659,0.973568
231,-0.248664,0.040194,-0.218255,0.992928,0.014051,0.025769,0.973568
232,-0.269847,0.042442,-0.209334,0.989980,0.014122,0.035910,0.973568
233,-0.290211,0.045853,-0.201994,0.989134,0.010314,0.043285,0.973568
234,-0.309078,0.048355,-0.194736,0.988847,0.008783,0.049891,0.973568
235,-0.330936,0.052001,-0.185378,0.989328,0.003789,0.056505,0.973568
236,-0.348912,0.054689,-0.176871,0.989436,-0.000337,0.063269,0.973568
237,-0.366727,0.058154,-0.167927,0.990808,-0.001066,0.069353,0.973568
238,-0.383047,0.061829,-0.159436,0.990803,-0.002336,0.076101,0.973568
239,-0.400374,0.066541,-0.146498,0.991723,-0.004133,0.081361,0.973568
240,-0.414893,0.071106,-0.134468,0.992694,-0.003195,0.086219,0.973568
241,-0.431986,0.076672,-0.117413,0.992031,-0.003294,0.091081,0.973568
242,-0.444387,0.080224,-0.102498,0.991401,-0.001573,0.095921,0.973568
243,-0.458037,0.083279,-0.081206,0.991577,-0.004896,0.097816,0.973568
244,-0.467282,0.083534,-0.059427,0.992022,-0.001586,0.096821,0.973568
245,-0.473907,0.079686,-0.034605,0.993575,-0.001999,0.094140,0.973568
246,-0.478618,0.072924,-0.007021,0.994844,-0.004316,0.089984,0.973568
247,-0.482066,0.064135,0.025623,0.995871,-0.007590,0.084122,0.973568
248,-0.484147,0.057897,0.053096,0.997586,-0.011035,0.078851,0.973568
249,-0.485846,0.050568,0.086618,0.999886,-0.023730,0.070185,0.973568
250,-0.484104,0.041371,0.116613,-1.000000,-0.032847,0.062694,0.973568
251,-0.478641,0.030638,0.146393,-0.997490,-0.042402,0.052949,0.973568
