frame,a0,a1,a2,a3,a4,a5,a6
37,0.901781,0.376561,-0.034887,-0.997762,-0.116782,-0.338834,-1.000000
38,0.912723,0.361970,-0.056141,-0.998358,-0.112186,-0.358074,-1.000000
39,0.921040,0.350942,-0.071819,-0.999470,-0.109231,-0.373085,-1.000000
40,0.929947,0.338353,-0.092115,-1.000000,-0.101425,-0.388945,-1.000000
41,0.935490,0.327503,-0.111275,1.000000,-0.096683,-0.400300,-1.000000
42,0.940489,0.319308,-0.127832,1.000000,-0.084103,-0.407577,-1.000000
43,0.944125,0.311914,-0.144813,0.998692,-0.080561,-0.411890,-1.000000
44,0.949725,0.303711,-0.164222,-1.000000,-0.097829,-0.415248,-1.000000
45,0.952115,0.299134,-0.177271,0.999566,-0.092368,-0.416605,-1.000000
46,0.954822,0.293121,-0.192850,0.998718,-0.084934,-0.420148,-1.000000
47,0.956255,0.287323,-0.206408,0.997481,-0.081925,-0.421798,-1.000000
48,0.954864,0.284091,-0.218448,0.997428,-0.070074,-0.422271,-1.000000
49,0.957379,0.277890,-0.233624,0.997277,-0.060223,-0.426492,-1.000000
50,0.959389,0.272911,-0.248734,0.998515,-0.053928,-0.429568,-1.000000
51,0.963504,0.267316,-0.261862,0.999892,-0.051892,-0.435937,-1.000000
52,0.962145,0.263387,-0.274977,1.000000,-0.038455,-0.441076,-1.000000
53,0.962094,0.259666,-0.286885,0.999450,-0.031977,-0.443565,-1.000000
54,0.959788,0.254855,-0.301375,0.997892,-0.024167,-0.444620,-1.000000
55,0.958665,0.251371,-0.312872,0.997416,-0.015480,-0.447846,-1.000000
56,0.958403,0.246620,-0.325756,0.996820,-0.006915,-0.449463,-1.000000
57,0.958282,0.242707,-0.339523,0.996297,0.003759,-0.449804,-1.000000
58,0.959546,0.239731,-0.351788,0.995144,0.010262,-0.450457,-1.000000
59,0.961060,0.236432,-0.362726,0.993052,0.016709,-0.451482,-1.000000
60,0.965839,0.230012,-0.375096,0.995548,0.013312,-0.455368,-1.000000
61,0.967174,0.226613,-0.383962,0.994291,0.022284,-0.456712,-1.000000
62,0.970495,0.222750,-0.393465,0.993511,0.026037,-0.457569,-1.000000
63,0.973836,0.218596,-0.404512,0.991777,0.028850,-0.457189,-1.000000
64,0.975478,0.216460,-0.412033,0.991044,0.032140,-0.456893,-1.000000
65,0.980506,0.214078,-0.420977,0.990508,0.035919,-0.455817,-1.000000
66,0.984280,0.212688,-0.428867,0.989382,0.036811,-0.455424,-1.000000
67,0.987150,0.212127,-0.436371,0.988878,0.039289,-0.453986,-1.000000
68,0.990507,0.212185,-0.441191,0.988728,0.039680,-0.453123,-1.000000
69,0.993199,0.213016,-0.446576,0.988349,0.041289,-0.451371,-1.000000
70,0.997121,0.213227,-0.452183,0.987479,0.041191,-0.448903,-1.000000
71,0.999076,0.213435,-0.456810,0.987062,0.041376,-0.447715,-1.000000
72,1.000000,0.212068,-0.462840,0.986188,0.041621,-0.446677,-1.000000
73,0.998373,0.212437,-0.467581,0.985335,0.041941,-0.445539,-1.000000
74,0.997404,0.209744,-0.474822,0.984283,0.044347,-0.445722,-1.000000
75,0.996577,0.208465,-0.479570,0.983546,0.044753,-0.445804,-1.000000
76,0.996800,0.206424,-0.485180,0.983041,0.046780,-0.445779,-0.813187
77,0.996329,0.205483,-0.489469,0.982450,0.047482,-0.445224,-0.473568
78,0.998096,0.203604,-0.492547,0.981863,0.047220,-0.444406,-0.306167
79,0.998892,0.202443,-0.494805,0.981890,0.049094,-0.444061,-0.147577
80,1.000000,0.200812,-0.495507,0.981685,0.048217,-0.442742,0.037445
81,1.000000,0.199467,-0.494185,0.982450,0.049294,-0.440884,0.169604
82,1.000000,0.198178,-0.492457,0.982480,0.047046,-0.439835,0.310573
83,1.000000,0.197064,-0.488876,0.983447,0.047278,-0.438365,0.477974
84,1.000000,0.195952,-0.484897,0.984500,0.047974,-0.437980,0.610132
85,1.000000,0.194781,-0.478750,0.985770,0.048174,-0.436788,0.786344
86,0.998126,0.193751,-0.470293,0.987170,0.048385,-0.435469,0.927313
87,0.994757,0.191542,-0.458824,0.988491,0.047547,-0.434528,1.000000
88,0.990273,0.188588,-0.444174,0.989474,0.043928,-0.432575,1.000000
89,0.980175,0.184967,-0.424503,0.989810,0.038092,-0.429106,0.993392
90,0.974000,0.181961,-0.407163,0.991938,0.035229,-0.427263,0.947137
91,0.960115,0.178852,-0.382655,0.994474,0.036058,-0.424750,0.947137
92,0.947792,0.175738,-0.360177,0.996221,0.033145,-0.420639,0.947137
93,0.938213,0.173622,-0.337672,0.999016,0.033206,-0.416214,0.947137
94,0.923233,0.171357,-0.308500,-1.000000,0.032099,-0.411584,0.947137
95,0.914530,0.167687,-0.284540,-1.000000,0.024687,-0.405653,0.947137
96,0.899371,0.160393,-0.257266,-1.000000,0.018009,-0.397981,0.947137
97,0.885596,0.152679,-0.233025,-1.000000,0.013944,-0.392129,0.947137
98,0.868401,0.143524,-0.209759,-1.000000,0.009449,-0.387614,0.947137
99,0.849464,0.132971,-0.187089,-1.000000,0.006370,-0.383624,0.947137
100,0.828488,0.121399,-0.165354,-1.000000,0.003501,-0.381602,0.947137
101,0.805994,0.108778,-0.145524,-1.000000,0.001993,-0.380177,0.947137
102,0.781541,0.094635,-0.127188,1.000000,-0.000662,-0.378583,0.947137
103,0.751999,0.079538,-0.109278,0.999941,0.001049,-0.377623,0.947137
104,0.728550,0.065524,-0.094995,0.998068,0.004160,-0.374525,0.947137
105,0.697828,0.051310,-0.079501,0.995240,0.010132,-0.369556,0.947137
106,0.674588,0.037853,-0.065865,0.992508,0.011929,-0.365989,0.947137
107,0.642908,0.023258,-0.051646,0.989653,0.018897,-0.360893,0.947137
108,0.615729,0.007943,-0.040298,0.987204,0.024500,-0.357193,0.947137
109,0.584190,-0.008139,-0.029909,0.984312,0.029503,-0.354105,0.947137
110,0.555267,-0.022573,-0.023200,0.981495,0.036088,-0.350490,0.947137
111,0.524472,-0.038305,-0.017820,0.978208,0.041284,-0.347512,0.947137
112,0.493153,-0.056025,-0.015279,0.974887,0.048766,-0.345326,0.947137
113,0.463197,-0.075446,-0.015694,0.971339,0.054222,-0.342972,0.947137
114,0.434368,-0.096241,-0.017686,0.969500,0.059600,-0.344670,0.947137
115,0.410596,-0.115698,-0.019575,0.966375,0.063181,-0.347650,0.947137
116,0.388272,-0.136775,-0.020548,0.967329,0.067499,-0.356210,0.947137
117,0.367370,-0.156277,-0.019659,0.967650,0.069488,-0.366174,0.947137
118,0.346269,-0.174646,-0.012565,0.970914,0.067396,-0.376794,0.947137
119,0.327072,-0.189575,-0.004749,0.972811,0.062578,-0.384120,0.947137
120,0.303557,-0.200066,0.012681,0.977435,0.059410,-0.390642,0.947137
121,0.283335,-0.207706,0.031888,0.982232,0.048556,-0.396985,0.947137
122,0.262089,-0.211661,0.055521,0.989578,0.041942,-0.401666,0.947137
123,0.239100,-0.208852,0.086593,1.000000,0.030270,-0.405943,0.947137
124,0.221355,-0.201902,0.118167,-0.992552,0.014136,-0.407737,0.947137
125,0.336504,-0.213064,0.049011,0.987554,0.039184,-0.402314,0.788546
126,0.318014,-0.211538,0.076395,0.993783,0.028495,-0.403333,0.788546
127,0.298880,-0.209585,0.097071,0.997196,0.024329,-0.403886,0.788546
128,0.284360,-0.207766,0.108411,0.998987,0.022851,-0.403979,0.788546
129,0.275284,-0.207214,0.111684,0.999674,0.022727,-0.404122,0.788546
130,0.271313,-0.206901,0.109356,0.999999,0.022482,-0.404061,0.788546
131,0.269924,-0.206428,0.105333,1.000000,0.022102,-0.403884,0.788546
132,0.280007,-0.200298,0.093570,0.998722,0.020695,-0.401660,0.947137
133,0.295784,-0.198225,0.079109,0.995421,0.019650,-0.400756,0.947137
134,0.325222,-0.201162,0.056254,0.991452,0.020706,-0.404998,0.947137
135,0.353590,-0.208165,0.032330,0.986944,0.020988,-0.414072,0.947137
136,0.390154,-0.223055,0.001304,0.979907,0.020599,-0.429999,0.947137
137,0.413131,-0.234379,-0.024712,0.975428,0.024818,-0.442050,0.947137
138,0.445372,-0.252647,-0.058573,0.968681,0.025505,-0.458871,0.947137
139,0.460736,-0.265644,-0.085086,0.962322,0.024541,-0.469306,0.947137
140,0.480592,-0.280923,-0.112476,0.956838,0.031982,-0.481634,0.947137
141,0.490697,-0.291738,-0.135788,0.952346,0.035741,-0.490701,0.947137
142,0.502479,-0.303966,-0.155375,0.948021,0.035733,-0.499634,0.947137
143,0.512799,-0.316167,-0.173012,0.943936,0.034848,-0.509889,0.947137
144,0.520510,-0.327884,-0.185962,0.940359,0.032548,-0.520368,0.947137
145,0.528695,-0.338627,-0.196851,0.937408,0.034510,-0.531343,0.947137
146,0.534280,-0.348290,-0.204363,0.934223,0.032815,-0.540374,0.947137
147,0.538121,-0.355410,-0.209113,0.931331,0.029144,-0.547865,0.947137
148,0.542272,-0.362230,-0.213736,0.928559,0.030118,-0.555510,0.947137
149,0.544507,-0.367087,-0.218115,0.925690,0.033960,-0.561517,0.947137
150,0.546392,-0.368627,-0.221650,0.923457,0.038304,-0.565731,0.947137
151,0.547573,-0.367069,-0.224888,0.921311,0.043580,-0.565833,0.947137
152,0.548729,-0.364696,-0.227038,0.919520,0.052872,-0.564145,0.947137
153,0.549568,-0.360444,-0.229264,0.917313,0.056776,-0.564785,0.947137
154,0.550988,-0.355781,-0.230905,0.915194,0.056877,-0.562859,0.947137
155,0.554188,-0.349018,-0.234117,0.914296,0.061329,-0.560050,0.947137
156,0.557202,-0.344615,-0.237933,0.912753,0.059923,-0.558088,0.947137
157,0.562188,-0.339223,-0.245577,0.910975,0.065290,-0.556588,0.947137
158,0.566588,-0.335149,-0.253407,0.908681,0.067953,-0.555528,0.947137
159,0.569561,-0.330739,-0.266215,0.904573,0.068274,-0.555291,0.947137
160,0.571275,-0.327484,-0.277241,0.901143,0.068368,-0.555040,0.947137
161,0.574000,-0.326045,-0.291341,0.897099,0.060974,-0.557848,0.947137
162,0.577950,-0.326763,-0.308513,0.892742,0.053931,-0.561174,0.947137
163,0.578408,-0.326439,-0.322766,0.888971,0.051302,-0.564215,0.947137
164,0.582070,-0.327700,-0.337724,0.885106,0.044312,-0.566548,0.947137
165,0.583060,-0.328477,-0.350457,0.882363,0.040411,-0.569262,0.947137
166,0.587471,-0.330721,-0.361753,0.880981,0.033455,-0.573083,0.947137
167,0.589833,-0.332619,-0.373055,0.879194,0.028061,-0.576815,0.947137
168,0.595585,-0.336170,-0.383441,0.878414,0.019781,-0.581830,0.947137
169,0.600014,-0.338507,-0.390374,0.877252,0.013603,-0.586227,0.947137
170,0.605014,-0.340861,-0.389953,0.875940,0.010640,-0.590722,0.947137
171,0.611619,-0.342271,-0.386662,0.876245,0.004537,-0.597605,0.947137
172,0.617566,-0.344731,-0.387178,0.876948,0.001096,-0.603885,0.947137
173,0.623107,-0.347207,-0.387434,0.878001,-0.004316,-0.610142,0.947137
174,0.628368,-0.348023,-0.386392,0.878737,-0.005326,-0.615025,0.947137
175,0.633410,-0.348728,-0.386228,0.879660,-0.010980,-0.621261,0.947137
176,0.638705,-0.349345,-0.384735,0.881045,-0.015264,-0.627960,0.947137
177,0.643369,-0.349618,-0.383326,0.882316,-0.021676,-0.633213,0.947137
178,0.647315,-0.349575,-0.380941,0.884158,-0.027569,-0.638797,0.947137
179,0.650396,-0.350071,-0.379295,0.886157,-0.031730,-0.644369,0.947137
180,0.653651,-0.351288,-0.376503,0.888987,-0.034536,-0.651439,0.947137
181,0.651839,-0.353035,-0.372331,0.892367,-0.038298,-0.657471,0.947137
182,0.650784,-0.355329,-0.368392,0.895979,-0.037493,-0.664038,0.947137
183,0.643951,-0.357881,-0.363469,0.899837,-0.036870,-0.669181,0.947137
184,0.636679,-0.360149,-0.359341,0.901671,-0.035731,-0.672629,0.947137
185,0.620230,-0.363719,-0.352230,0.903776,-0.027549,-0.677058,0.947137
186,0.609188,-0.366716,-0.347833,0.904644,-0.019625,-0.681084,0.947137
187,0.593281,-0.372411,-0.343146,0.905809,-0.011395,-0.686376,0.947137
188,0.584588,-0.379063,-0.340731,0.906687,-0.009125,-0.690849,0.947137
189,0.575600,-0.387327,-0.339674,0.907071,-0.005315,-0.697098,0.947137
190,0.571421,-0.394235,-0.339964,0.907814,-0.002257,-0.703216,0.947137
191,0.569279,-0.401389,-0.343069,0.908028,-0.002283,-0.707190,0.947137
192,0.567885,-0.407351,-0.348217,0.907757,-0.003432,-0.711560,0.947137
193,0.567458,-0.411029,-0.353883,0.906921,-0.000174,-0.714068,0.947137
194,0.566412,-0.412752,-0.356914,0.906594,0.005112,-0.714058,0.947137
195,0.565003,-0.413081,-0.358292,0.906517,0.009838,-0.713312,0.947137
196,0.565212,-0.411190,-0.358417,0.906558,0.014109,-0.709893,0.947137
197,0.566570,-0.408277,-0.357736,0.907077,0.021516,-0.705000,0.947137
198,0.570027,-0.405749,-0.357752,0.907650,0.018779,-0.701206,0.947137
199,0.575066,-0.403951,-0.357417,0.908599,0.015557,-0.699532,0.947137
200,0.582916,-0.402034,-0.356842,0.911595,0.006667,-0.697043,0.947137
201,0.588863,-0.400698,-0.355630,0.912800,0.005037,-0.696509,0.947137
202,0.597399,-0.397757,-0.353554,0.914841,0.001623,-0.694363,0.947137
203,0.603751,-0.394658,-0.352030,0.918408,-0.005730,-0.692166,0.947137
204,0.610072,-0.392172,-0.351349,0.920471,-0.008884,-0.690922,0.947137
205,0.615969,-0.389432,-0.351261,0.922385,-0.007937,-0.689115,0.947137
206,0.617642,-0.386961,-0.351359,0.922944,-0.008583,-0.687876,0.947137
207,0.617519,-0.386014,-0.352135,0.923016,-0.008634,-0.687274,0.947137
208,0.616583,-0.386231,-0.352345,0.923601,-0.008909,-0.687698,0.947137
209,0.614867,-0.388816,-0.353475,0.923817,-0.011393,-0.688074,0.947137
210,0.613059,-0.391061,-0.354341,0.923835,-0.011815,-0.689178,0.947137
211,0.609626,-0.394100,-0.355759,0.922993,-0.014714,-0.689210,0.947137
212,0.605475,-0.396371,-0.355946,0.922211,-0.011711,-0.690111,0.947137
213,0.598135,-0.399292,-0.355997,0.920776,-0.014164,-0.691945,0.947137
214,0.591732,-0.400598,-0.355899,0.920426,-0.009970,-0.693422,0.947137
215,0.585609,-0.401461,-0.356326,0.919885,-0.010043,-0.693629,0.947137
216,0.579255,-0.402531,-0.358173,0.918658,-0.008142,-0.694204,0.947137
217,0.575668,-0.402968,-0.360830,0.917831,-0.005734,-0.694338,0.947137
218,0.573169,-0.402626,-0.363160,0.917326,-0.005214,-0.694014,0.947137
219,0.573512,-0.401853,-0.364936,0.916928,-0.005358,-0.693373,0.947137
220,0.576352,-0.400455,-0.366895,0.916598,-0.007350,-0.691423,0.947137
221,0.576714,-0.399699,-0.367603,0.916513,-0.006008,-0.691061,0.947137
222,0.578110,-0.398996,-0.368475,0.916393,-0.008915,-0.689530,0.947137
223,0.578127,-0.398685,-0.368394,0.916313,-0.008697,-0.690030,0.947137
224,0.575867,-0.399431,-0.366306,0.916809,-0.011470,-0.691708,0.947137
225,0.573240,-0.401335,-0.363668,0.917669,-0.012321,-0.694715,0.947137
226,0.570463,-0.402920,-0.360727,0.918556,-0.012036,-0.696629,0.947137
227,0.565029,-0.404303,-0.356148,0.919666,-0.014841,-0.697891,0.947137
228,0.560021,-0.404435,-0.352957,0.920195,-0.012502,-0.698452,0.947137
229,0.557611,-0.404673,-0.352519,0.920432,-0.013054,-0.698897,0.947137
230,0.554153,-0.405060,-0.352680,0.920386,-0.012781,-0.698727,0.947137
231,0.552977,-0.405216,-0.353118,0.920350,-0.013299,-0.698818,0.947137
232,0.551327,-0.405126,-0.352646,0.920420,-0.012229,-0.698438,0.947137
233,0.551123,-0.405454,-0.351757,0.920490,-0.013546,-0.698270,0.947137
234,0.551766,-0.405721,-0.350819,0.920945,-0.013644,-0.698316,0.947137
235,0.552732,-0.406102,-0.350739,0.921019,-0.018174,-0.697687,0.369481
236,0.553035,-0.406210,-0.350557,0.921205,-0.016798,-0.697892,0.270925
237,0.552816,-0.407242,-0.350537,0.921238,-0.017997,-0.698268,0.129956
238,0.551732,-0.409911,-0.350430,0.921107,-0.019222,-0.699141,-0.002203
239,0.550878,-0.412889,-0.349706,0.921155,-0.021830,-0.700087,-0.143172
240,0.550262,-0.416079,-0.349107,0.921488,-0.020846,-0.701763,-0.319383
241,0.549916,-0.418920,-0.348900,0.921726,-0.022989,-0.703122,-0.460352
242,0.550011,-0.421174,-0.348304,0.922449,-0.022958,-0.704142,-0.627753
243,0.550627,-0.423171,-0.347979,0.923182,-0.024111,-0.704623,-0.768722
244,0.551933,-0.424689,-0.346917,0.924549,-0.024194,-0.705007,-0.936123
245,0.553678,-0.425962,-0.344840,0.926001,-0.025593,-0.704805,-0.991189
246,0.555153,-0.426966,-0.342344,0.927248,-0.025222,-0.705024,-1.000000
247,0.558646,-0.426913,-0.337238,0.928269,-0.023741,-0.699973,-1.000000
248,0.563400,-0.426244,-0.330871,0.930942,-0.018174,-0.696651,-1.000000
249,0.569081,-0.426653,-0.322830,0.933934,-0.021036,-0.693932,-1.000000
250,0.575024,-0.427091,-0.312444,0.937708,-0.021268,-0.690549,-1.000000
251,0.579928,-0.428037,-0.298287,0.941229,-0.024234,-0.683333,-1.000000
