frame,a0,a1,a2,a3,a4,a5,a6
40,-0.293657,-0.065029,0.349522,0.039422,-0.321434,-0.086714,1.000000
41,-0.226771,-0.042859,0.234872,-0.144399,0.112351,-0.080753,1.000000
42,-0.007273,0.024915,0.544861,-0.406238,0.314889,-0.064176,1.000000
43,0.069103,0.109373,0.616505,-0.277798,0.234766,-0.053656,1.000000
44,0.158588,0.029769,0.490295,-0.170915,0.275162,0.022614,1.000000
45,-0.057609,0.001264,0.339935,-0.025630,-0.104114,0.040058,1.000000
46,-0.053758,0.043526,0.227486,0.090295,-0.067994,-0.029576,1.000000
47,-0.441394,0.018593,-0.147827,0.429873,-0.507693,-0.101860,1.000000
48,-0.396609,-0.002176,-0.027345,0.325225,-0.747811,0.018516,1.000000
49,-0.048910,0.070447,0.139379,-0.011215,-0.035224,0.004380,1.000000
50,0.100745,0.068459,0.297419,-0.117162,0.226598,-0.059504,1.000000
51,0.080770,0.044662,0.430968,-0.054272,0.130685,-0.031871,1.000000
52,0.141043,0.019953,0.324858,0.023050,0.148065,0.024295,1.000000
53,0.068476,0.058668,0.295346,0.078112,-0.088398,0.003560,-1.000000
54,-0.006073,0.013757,0.236664,0.105996,-0.267770,-0.045984,-1.000000
55,-0.091194,0.005856,0.206971,0.142499,-0.414756,-0.059654,-1.000000
56,-0.148938,-0.033982,0.101736,0.074801,-0.641090,0.108705,-1.000000
57,-0.013215,-0.048202,-0.511043,0.213081,-0.235515,0.132499,-1.000000
58,0.375553,-0.039704,-0.851343,0.560451,-0.668247,0.050207,-1.000000
59,0.749137,-0.101700,-0.539450,-0.122315,-0.253595,0.310103,-1.000000
60,0.978451,-0.187467,0.240525,-0.218391,-0.158254,0.262376,-1.000000
61,0.926788,-0.087691,0.688211,-0.035841,0.020673,0.232668,-1.000000
62,0.721759,0.072906,0.729436,-0.204550,0.114170,0.144150,-1.000000
63,0.216999,0.123019,0.647791,-0.241057,0.023347,0.012894,-1.000000
64,0.099433,0.070420,0.396401,-0.081699,0.225563,-0.064587,-1.000000
65,-0.025938,0.070171,0.251511,0.009232,-0.093227,0.038423,1.000000
66,-0.146157,0.110917,0.214807,0.129059,-0.355711,0.030331,1.000000
67,-0.326129,0.209494,0.249980,0.150502,-0.533997,0.030333,1.000000
68,-0.322820,0.260563,-0.098022,-0.033893,-0.157983,-0.007106,1.000000
69,-0.564169,0.489825,0.045920,-0.256159,-0.405709,-0.120381,1.000000
70,-0.391517,0.425566,0.118213,-0.224420,-0.231407,-0.127503,1.000000
71,-0.143949,0.230137,0.333977,0.000134,0.094273,-0.032765,1.000000
72,0.121402,0.064033,0.258360,-0.235962,0.168542,-0.004861,1.000000
73,0.095797,-0.050599,0.291713,-0.223617,-0.040026,0.088849,1.000000
74,0.023229,-0.076832,0.558715,-0.438668,-0.447265,0.042717,1.000000
75,0.141824,-0.083724,0.535699,-0.417798,-0.179976,0.056278,1.000000
