frame,a0,a1,a2,a3,a4,a5,a6
31,-0.116722,-0.072545,-0.085525,-0.026000,-0.429761,0.245725,1.000000
32,-0.011171,-0.011960,0.186673,-0.008701,-0.050553,0.027516,1.000000
33,-0.007994,0.004401,0.248756,-0.004213,-0.099833,0.029836,1.000000
34,-0.020589,0.004250,0.259177,-0.002805,-0.116606,0.030420,1.000000
35,-0.004507,-0.007905,0.217255,0.028921,-0.063292,0.035421,1.000000
36,-0.882634,-0.443316,-0.540333,0.688004,0.480003,0.189518,1.000000
37,-0.532508,-0.398725,0.116149,0.285147,0.154068,0.192620,1.000000
38,-0.388518,-0.298227,0.370340,0.095973,0.120017,0.116963,1.000000
39,-0.360086,-0.303629,0.653495,-0.063223,0.239152,0.189650,1.000000
40,-0.346899,-0.319302,0.675370,0.058904,0.281817,0.029141,1.000000
41,-0.347844,-0.111540,0.586436,0.121298,-0.066440,-0.035107,1.000000
42,-0.160467,-0.003086,0.293366,0.027693,0.157393,-0.021675,1.000000
43,-0.314222,0.041719,0.543191,-0.038696,-0.002347,-0.055756,1.000000
44,-0.139828,0.063217,0.431800,0.008747,0.091437,-0.050109,1.000000
45,-0.081230,-0.001469,0.409680,0.029266,0.194512,0.061829,1.000000
46,-0.024547,-0.025795,0.373486,-0.013085,0.227577,-0.020016,1.000000
47,-0.212761,-0.006765,0.462057,-0.008532,-0.126380,-0.018338,1.000000
48,0.055284,0.010059,0.286271,0.025917,0.136289,0.084261,1.000000
49,0.062932,0.002477,0.322359,0.019332,0.135763,-0.051887,1.000000
50,0.003493,-0.019316,0.359971,0.041933,0.010063,0.035055,1.000000
51,-0.177130,0.062779,0.403096,-0.014570,-0.357493,-0.020495,1.000000
52,-0.015850,0.113367,0.229602,-0.079987,-0.288229,-0.017309,1.000000
53,-0.021164,0.079051,0.212528,-0.014603,-0.497684,-0.107358,-1.000000
54,-0.013146,0.059122,0.151604,0.012864,-0.501495,0.006666,-1.000000
55,0.074452,0.146198,0.017228,-0.160884,-0.672446,-0.035866,-1.000000
56,0.050027,-0.051531,-0.229309,-0.028264,-0.463537,0.134998,-1.000000
57,0.177093,-0.114566,-0.462882,0.030516,-0.388050,0.099823,-1.000000
58,0.209057,-0.125447,-0.316727,0.027463,-0.456613,0.215079,-1.000000
59,0.385752,-0.319861,-0.484682,0.096041,-0.078531,0.113192,-1.000000
60,0.598000,-0.349675,0.174612,-0.098436,-0.173804,0.210417,-1.000000
61,0.621068,-0.414459,0.543854,-0.207984,0.101891,0.210586,-1.000000
62,0.305673,-0.302578,0.667507,-0.106465,0.200302,0.094351,-1.000000
63,0.228521,-0.122114,0.637333,-0.026191,0.225508,0.053496,-1.000000
64,0.158647,-0.009947,0.399296,0.031087,0.163611,0.061322,-1.000000
65,0.112513,0.016594,0.254693,0.074545,0.112616,0.025204,-1.000000
66,0.056768,0.103713,0.260649,-0.019040,-0.066992,-0.039727,-1.000000
67,-0.033348,0.127774,0.241130,-0.111510,-0.270836,0.029009,1.000000
68,-0.078357,0.197753,0.195319,-0.088418,-0.574812,-0.009418,1.000000
69,-0.119297,0.341372,0.085721,0.017952,-0.611059,-0.046156,1.000000
70,-0.015680,0.408221,-0.387253,0.232211,0.142525,-0.102680,1.000000
71,-0.166829,0.447130,0.254133,-0.070875,-0.247470,-0.094690,1.000000
72,-0.093908,0.290451,0.024807,0.019390,0.030324,-0.103423,1.000000
73,-0.044571,0.155168,0.322816,-0.046177,-0.126182,-0.063869,1.000000
74,0.052143,0.112202,0.255591,-0.317271,0.033545,0.078831,1.000000
75,0.016998,-0.107705,0.261711,-0.050429,-0.011836,0.034445,1.000000
