frame,a0,a1,a2,a3,a4,a5,a6
54,-0.034922,-0.076927,0.429538,-0.074231,-0.027141,0.075797,1.000000
55,0.031002,-0.028935,0.334271,-0.032017,0.091466,-0.021984,1.000000
56,-0.058767,-0.011356,0.273083,0.087370,-0.180837,-0.021574,-1.000000
57,0.020430,0.072853,0.248367,0.099969,-0.256761,-0.082563,-1.000000
58,-0.100264,0.079213,0.123146,0.042641,-0.604843,0.038950,-1.000000
59,0.079038,0.030404,-0.330043,0.135776,-0.734468,0.011536,-1.000000
60,0.558771,-0.125219,-0.663708,0.380361,-0.400719,0.151926,-1.000000
61,0.438670,-0.011641,-0.362924,0.268403,-0.556699,-0.059826,-1.000000
62,0.772598,0.152630,-0.504823,0.161621,0.008741,-0.223297,-1.000000
63,0.510025,0.422784,0.505061,-0.196745,-0.056352,-0.125062,-1.000000
64,0.346196,0.429048,0.733070,-0.179468,-0.013542,-0.151553,-1.000000
65,0.226988,0.297281,0.488058,-0.113197,0.265785,-0.092304,-1.000000
66,0.094574,0.267400,0.396965,-0.157597,0.089008,-0.020960,-1.000000
67,0.041070,0.067905,0.232440,0.043753,0.021980,0.059194,1.000000
68,-0.107387,-0.001144,0.280416,0.020011,-0.231475,0.105894,1.000000
69,-0.218874,-0.042434,0.153093,0.174245,-0.508616,0.101493,1.000000
70,-0.197740,-0.107727,-0.239106,-0.163694,-0.388399,0.224437,1.000000
71,-0.036285,0.167453,-0.020175,-0.274380,-0.508403,0.019985,1.000000
72,-0.119871,0.406989,0.043043,-0.695904,-0.110667,-0.095460,1.000000
73,-0.368464,0.631164,0.209859,-0.322225,-0.216539,-0.168212,1.000000
74,-0.199937,0.435187,0.297039,-0.405142,-0.155277,-0.156439,1.000000
75,0.047941,-0.085696,0.247129,-0.044191,-0.087743,0.010661,1.000000
